Player,Player-additional,Team,MP,OBPM,DBPM,VORP,Pos,Year
Desmond Bane,banede01,MEM,1443,3.1,-0.3,1.7,SG,2024
Vince Williams Jr.,willivi01,MEM,1436,-1.7,1.0,0.5,SG,2024
GG Jackson II,jacksgg01,MEM,1233,-0.2,-1.8,0.0,PF,2024
John Konchar,konchjo01,MEM,1173,-2.6,2.2,0.5,SF,2024
David Roddy,roddyda01,MEM,1114,-3.9,-1.0,-0.8,PF,2024
Ziaire Williams,willizi02,MEM,1038,-4.0,-0.4,-0.6,SF,2024
Luke Kennard,kennalu01,MEM,999,0.6,-0.9,0.4,SG,2024
Jake LaRavia,laravja01,MEM,806,-1.4,-1.0,-0.1,PF,2024
Bismack Biyombo,biyombi01,MEM,718,-4.8,1.6,-0.2,C,2024
Xavier Tillman Sr.,tillmxa01,MEM,700,-3.8,2.1,0.1,C,2024
Jacob Gilyard,gilyaja01,MEM,654,-1.5,0.2,0.1,PG,2024
Marcus Smart,smartma01,MEM,605,-3.3,0.9,0.0,PG,2024
Trey Jemison,jemistr01,MEM,572,-4.7,-0.4,-0.4,C,2024
Scotty Pippen Jr.,pippesc02,MEM,527,-0.1,1.4,0.4,PG,2024
Jordan Goodwin,goodwjo01,MEM,497,-1.8,0.6,0.1,PG,2024
Lamar Stevens,stevela01,MEM,437,-2.0,-0.3,0.0,PF,2024
Derrick Rose,rosede01,MEM,399,-1.3,-1.5,-0.1,PG,2024
Ja Morant,moranja01,MEM,318,2.7,0.4,0.4,PG,2024
Zavier Simpson,simpsza01,MEM,161,-6.2,0.3,-0.2,PG,2024
Jaylen Nowell,nowelja01,MEM,156,-5.9,-1.6,-0.2,SG,2024
DeJon Jarreau,jarrede01,MEM,150,-4.6,0.7,-0.1,SG,2024
Brandon Clarke,clarkbr01,MEM,134,0.7,0.3,0.1,PF,2024
Timmy Allen,allenti01,MEM,125,-10.3,-0.7,-0.3,SF,2024
Mãozinha Pereira,pereima01,MEM,122,-1.2,0.7,0.0,SF,2024
Matthew Hurt,hurtma01,MEM,113,-3.0,-0.7,-0.1,PF,2024
Kenneth Lofton Jr.,loftoke01,MEM,99,-5.4,0.9,-0.1,PF,2024
Yuta Watanabe,watanyu01,MEM,82,-8.5,0.0,-0.1,SF,2024
Wenyen Gabriel,gabriwe01,MEM,81,-10.6,-1.9,-0.2,PF,2024
Tosan Evbuomwan,evbuoto01,MEM,74,-4.2,-2.2,-0.1,SF,2024
Jack White,whiteja03,MEM,64,-9.1,-1.2,-0.1,SF,2024
Shaquille Harrison,harrish01,MEM,6,-0.7,5.2,0.0,SG,2024
Paul George,georgpa01,LAC,2502,2.9,0.2,3.3,PF,2024
James Harden,hardeja01,LAC,2470,3.8,0.3,3.8,PG,2024
Kawhi Leonard,leonaka01,LAC,2330,4.8,0.6,4.4,SF,2024
Norman Powell,powelno01,LAC,1990,0.4,-1.2,0.6,SG,2024
Terance Mann,mannte01,LAC,1873,-0.8,-0.7,0.2,SG,2024
Ivica Zubac,zubaciv01,LAC,1794,0.8,0.0,1.3,C,2024
Russell Westbrook,westbru01,LAC,1529,-0.2,0.7,1.0,PG,2024
Amir Coffey,coffeam01,LAC,1460,-1.9,-0.3,-0.1,SF,2024
Daniel Theis,theisda01,LAC,1007,-1.6,0.1,0.1,C,2024
Mason Plumlee,plumlma01,LAC,674,-1.1,0.4,0.2,C,2024
Bones Hyland,hylanbo01,LAC,540,-2.8,-0.8,-0.2,PG,2024
P.J. Tucker,tuckepj01,LAC,420,-3.9,0.3,-0.2,PF,2024
Kobe Brown,brownko01,LAC,394,-4.0,0.2,-0.2,PF,2024
Brandon Boston Jr.,bostobr01,LAC,345,-6.2,-2.7,-0.6,SF,2024
Xavier Moon,moonxa01,LAC,119,-4.7,-1.4,-0.1,SG,2024
Robert Covington,covinro01,LAC,69,-2.3,4.5,0.1,PF,2024
Moussa Diabaté,diabamo01,LAC,64,4.0,-0.5,0.1,C,2024
Nicolas Batum,batumni01,LAC,54,-1.5,4.4,0.1,PF,2024
KJ Martin,martike04,LAC,31,-6.8,0.7,0.0,SF,2024
Jordan Miller,millejo02,LAC,28,0.4,-4.2,0.0,SF,2024
Joshua Primo,primojo01,LAC,10,-16.8,-8.2,-0.1,SG,2024
Jayson Tatum,tatumja01,BOS,2645,4.5,0.6,4.7,PF,2024
Derrick White,whitede01,BOS,2381,2.4,1.4,3.5,SG,2024
Jaylen Brown,brownja02,BOS,2343,0.9,-0.1,1.6,SF,2024
Jrue Holiday,holidjr01,BOS,2263,1.0,1.1,2.4,PG,2024
Payton Pritchard,pritcpa01,BOS,1825,1.3,-0.2,1.4,PG,2024
Sam Hauser,hausesa01,BOS,1741,1.2,0.0,1.4,SF,2024
Al Horford,horfoal01,BOS,1740,1.7,2.0,2.5,C,2024
Kristaps Porziņģis,porzikr01,BOS,1690,3.5,1.6,3.0,C,2024
Luke Kornet,kornelu01,BOS,983,1.6,1.8,1.3,C,2024
Oshae Brissett,brissos01,BOS,630,-2.0,0.2,0.0,SF,2024
Svi Mykhailiuk,mykhasv01,BOS,413,-0.9,-0.9,0.0,SF,2024
Neemias Queta,quetane01,BOS,333,0.4,1.1,0.3,C,2024
Xavier Tillman Sr.,tillmxa01,BOS,274,-1.3,1.3,0.1,PF,2024
Dalano Banton,bantoda01,BOS,171,-4.7,0.6,-0.1,PG,2024
Jaden Springer,sprinja01,BOS,130,-6.0,2.8,0.0,SG,2024
Lamar Stevens,stevela01,BOS,122,-2.9,0.9,0.0,PF,2024
Jordan Walsh,walshjo01,BOS,83,-5.6,1.8,0.0,SF,2024
JD Davison,davisjd01,BOS,39,1.8,1.4,0.1,SG,2024
Drew Peterson,peterdr01,BOS,23,3.8,1.6,0.0,PF,2024
Jarrett Allen,allenja01,CLE,2442,2.1,0.9,3.1,C,2024
Max Strus,strusma01,CLE,2239,-1.1,0.5,0.8,SF,2024
Caris LeVert,leverca01,CLE,1958,-0.6,0.8,1.1,SG,2024
Donovan Mitchell,mitchdo01,CLE,1942,4.6,1.2,3.9,SG,2024
Darius Garland,garlada01,CLE,1901,0.2,-1.2,0.5,PG,2024
Isaac Okoro,okorois01,CLE,1887,-1.8,0.7,0.4,SF,2024
Georges Niang,niangge01,CLE,1831,-2.5,-0.4,-0.4,PF,2024
Evan Mobley,mobleev01,CLE,1532,0.9,2.0,1.9,PF,2024
Dean Wade,wadede01,CLE,1108,-1.7,1.8,0.6,PF,2024
Sam Merrill,merrisa01,CLE,1069,1.3,-0.8,0.7,SG,2024
Craig Porter Jr.,portecr01,CLE,649,-0.6,1.1,0.4,PG,2024
Tristan Thompson,thomptr01,CLE,549,-2.1,0.6,0.1,C,2024
Damian Jones,jonesda03,CLE,270,-1.7,1.2,0.1,C,2024
Marcus Morris,morrima03,CLE,180,-3.2,-1.9,-0.1,PF,2024
Emoni Bates,batesem01,CLE,133,-6.2,-3.0,-0.2,SF,2024
Isaiah Mobley,mobleis01,CLE,72,-4.5,-2.1,-0.1,PF,2024
Pete Nance,nancepe01,CLE,27,-11.9,-3.2,-0.1,PF,2024
Ty Jerome,jeromty01,CLE,15,-4.1,-0.8,0.0,SG,2024
DeMar DeRozan,derozde01,CHI,2989,2.1,-0.3,2.8,SF,2024
Coby White,whiteco01,CHI,2881,0.7,-1.3,0.9,PG,2024
Nikola Vučević,vucevni01,CHI,2610,0.8,-0.7,1.4,C,2024
Ayo Dosunmu,dosunay01,CHI,2212,-0.6,-0.2,0.7,SG,2024
Alex Caruso,carusal01,CHI,2040,0.2,2.3,2.3,SG,2024
Andre Drummond,drumman01,CHI,1351,0.8,-0.7,0.7,C,2024
Patrick Williams,willipa01,CHI,1174,-2.1,-0.1,-0.1,PF,2024
Torrey Craig,craigto01,CHI,1049,-1.8,-0.2,0.0,SF,2024
Jevon Carter,carteje01,CHI,1004,-3.3,-0.7,-0.5,PG,2024
Zach LaVine,lavinza01,CHI,872,0.8,-0.7,0.5,SG,2024
Dalen Terry,terryda01,CHI,681,-3.4,1.1,0.0,SG,2024
Julian Phillips,phillju01,CHI,323,-4.7,-0.6,-0.3,SF,2024
Onuralp Bitim,bitimon01,CHI,268,-5.4,-2.0,-0.4,SG,2024
Javonte Green,greenja02,CHI,230,1.9,0.1,0.2,SF,2024
Terry Taylor,taylote01,CHI,188,-3.1,-0.1,0.0,PF,2024
Adama Sanogo,sanogad01,CHI,66,-0.4,-6.3,-0.1,PF,2024
Henri Drell,drellhe01,CHI,30,-5.1,0.2,0.0,SF,2024
Andrew Funk,funkan01,CHI,13,-12.4,-2.0,0.0,SG,2024
Damian Lillard,lillada01,MIL,2579,3.4,-1.3,2.7,PG,2024
Giannis Antetokounmpo,antetgi01,MIL,2567,6.7,2.4,7.2,PF,2024
Brook Lopez,lopezbr01,MIL,2411,0.2,0.8,1.8,C,2024
Malik Beasley,beaslma01,MIL,2337,-1.0,-0.8,0.1,SG,2024
Bobby Portis,portibo01,MIL,2008,0.0,-0.8,0.6,PF,2024
Pat Connaughton,connapa01,MIL,1676,-1.6,0.0,0.2,SF,2024
Khris Middleton,middlkh01,MIL,1487,1.1,0.0,1.2,SF,2024
Jae Crowder,crowdja01,MIL,1156,-2.6,0.0,-0.2,PF,2024
Cameron Payne,payneca01,MIL,702,-1.0,-0.5,0.1,PG,2024
A.J. Green,greenaj01,MIL,614,-0.4,-1.7,0.0,SG,2024
MarJon Beauchamp,beaucma01,MIL,608,-2.3,-0.9,-0.2,SF,2024
Andre Jackson Jr.,jacksan01,MIL,572,-3.6,0.0,-0.2,SG,2024
Patrick Beverley,beverpa01,MIL,543,-1.6,1.2,0.2,PG,2024
Thanasis Antetokounmpo,antetth01,MIL,155,-6.7,0.3,-0.2,PF,2024
Danilo Gallinari,gallida01,MIL,155,-5.0,-0.2,-0.1,SF,2024
Chris Livingston,livinch01,MIL,90,-7.0,-1.0,-0.1,SF,2024
Robin Lopez,lopezro01,MIL,65,-4.7,-1.4,-0.1,C,2024
TyTy Washington Jr.,washity02,MIL,56,-7.1,-1.0,-0.1,PG,2024
Ryan Rollins,rolliry01,MIL,12,0.6,8.5,0.0,PG,2024
Lindell Wigginton,wiggili01,MIL,8,-14.6,-9.2,0.0,PG,2024
Marques Bolden,boldema01,MIL,3,-7.8,2.3,0.0,C,2024
Jerami Grant,grantje01,POR,1830,1.0,-1.1,0.9,PF,2024
Deandre Ayton,aytonde01,POR,1784,0.5,-0.2,1.0,C,2024
Scoot Henderson,hendesc01,POR,1765,-3.5,-2.3,-1.7,PG,2024
Toumani Camara,camarto01,POR,1739,-3.1,0.0,-0.5,PF,2024
Jabari Walker,walkeja01,POR,1700,-2.4,-0.9,-0.6,PF,2024
Anfernee Simons,simonan01,POR,1582,2.7,-2.5,0.8,SG,2024
Matisse Thybulle,thybuma01,POR,1487,-2.8,3.4,0.9,SF,2024
Kris Murray,murrakr01,POR,1348,-3.5,-0.2,-0.6,SF,2024
Duop Reath,reathdu01,POR,1214,-0.2,-0.7,0.3,C,2024
Malcolm Brogdon,brogdma01,POR,1121,2.7,-0.7,1.1,PG,2024
Shaedon Sharpe,sharpsh01,POR,1059,-1.9,-0.9,-0.2,SG,2024
Dalano Banton,bantoda01,POR,876,0.1,-0.9,0.3,PG,2024
Rayan Rupert,ruperra01,POR,633,-5.6,-1.2,-0.8,SG,2024
Justin Minaya,minayju01,POR,381,-5.1,-0.5,-0.3,SF,2024
Skylar Mays,mayssk01,POR,356,-1.8,-0.5,0.0,PG,2024
Ashton Hagans,haganas01,POR,316,-4.4,0.9,-0.1,PG,2024
Ibou Badji,badjiib01,POR,226,-7.7,1.9,-0.2,C,2024
Moses Brown,brownmo01,POR,200,-4.1,-2.4,-0.2,C,2024
Robert Williams,williro04,POR,119,-2.2,2.9,0.1,C,2024
Jamaree Bouyea,bouyeja01,POR,57,-13.0,-4.8,-0.2,PG,2024
Ish Wainright,wainris01,POR,46,-1.2,0.6,0.0,SF,2024
Taze Moore,mooreta02,POR,40,-2.5,-0.6,0.0,SG,2024
Tyrese Maxey,maxeyty01,PHI,2626,4.1,-1.0,3.4,PG,2024
Tobias Harris,harrito02,PHI,2368,1.0,-0.1,1.7,PF,2024
Kelly Oubre Jr.,oubreke01,PHI,2055,-1.5,-0.7,-0.1,SF,2024
Paul Reed,reedpa01,PHI,1590,-0.6,1.0,0.9,C,2024
Nicolas Batum,batumni01,PHI,1475,-1.3,0.7,0.5,PF,2024
Joel Embiid,embiijo01,PHI,1309,8.5,3.1,4.5,C,2024
De'Anthony Melton,meltode01,PHI,1023,-0.7,1.2,0.7,SG,2024
Patrick Beverley,beverpa01,PHI,919,-1.5,0.0,0.1,PG,2024
Buddy Hield,hieldbu01,PHI,824,1.0,-0.3,0.6,SG,2024
Mo Bamba,bambamo01,PHI,740,-2.3,1.4,0.2,C,2024
KJ Martin,martike04,PHI,715,-3.9,-0.1,-0.4,SF,2024
Kyle Lowry,lowryky01,PHI,653,-1.7,0.4,0.1,PG,2024
Marcus Morris,morrima03,PHI,637,-2.3,-1.1,-0.2,PF,2024
Cameron Payne,payneca01,PHI,602,0.0,-0.8,0.2,PG,2024
Danuel House Jr.,houseda01,PHI,509,-3.4,-0.5,-0.3,SF,2024
Robert Covington,covinro01,PHI,419,-0.9,3.0,0.4,SF,2024
Jaden Springer,sprinja01,PHI,377,-4.5,1.0,-0.1,SG,2024
Furkan Korkmaz,korkmfu01,PHI,300,-3.2,0.4,-0.1,SG,2024
Ricky Council IV,councri01,PHI,289,2.1,-0.8,0.2,SG,2024
Jeff Dowtin Jr.,dowtije01,PHI,142,2.0,1.3,0.2,PG,2024
Terquavion Smith,smithte01,PHI,84,0.3,0.5,0.1,PG,2024
P.J. Tucker,tuckepj01,PHI,66,-5.2,1.2,0.0,PF,2024
Danny Green,greenda02,PHI,18,-7.4,0.8,0.0,SG,2024
D.J. Wilson,wilsodj01,PHI,15,15.5,7.0,0.1,PF,2024
Darius Bazley,bazleda01,PHI,10,-7.7,-0.7,0.0,PF,2024
Kenneth Lofton Jr.,loftoke01,PHI,9,-23.4,-9.2,-0.1,PF,2024
Filip Petrušev,petrufi01,PHI,3,-3.0,-1.9,0.0,C,2024
Javonte Smart,smartja01,PHI,1,-6.2,-2.1,0.0,PG,2024
Bub Carrington,carrica01,WAS,2458,-3.3,-1.3,-1.6,PG,2025
Jordan Poole,poolejo01,WAS,2001,2.0,-1.6,1.2,SG,2025
Bilal Coulibaly,coulibi01,WAS,1948,-3.0,-0.7,-0.8,SF,2025
Alex Sarr,sarral01,WAS,1814,-2.2,-1.0,-0.6,C,2025
Kyshawn George,georgky01,WAS,1802,-3.8,-0.3,-0.9,SG,2025
Corey Kispert,kispeco01,WAS,1602,-1.4,-2.2,-0.7,SF,2025
Justin Champagnie,champju01,WAS,1340,-0.3,-0.2,0.5,SF,2025
Jonas Valančiūnas,valanjo01,WAS,983,0.8,-0.5,0.6,C,2025
Kyle Kuzma,kuzmaky01,WAS,887,-3.0,-2.3,-0.7,PF,2025
AJ Johnson,johnsaj01,WAS,595,-5.8,-2.5,-0.9,SG,2025
Malcolm Brogdon,brogdma01,WAS,564,-0.1,-1.5,0.1,PG,2025
Richaun Holmes,holmeri01,WAS,534,1.2,0.0,0.4,PF,2025
Tristan Vukcevic,vukcetr01,WAS,513,0.4,-0.9,0.2,C,2025
Anthony Gill,gillan01,WAS,397,-3.0,-1.5,-0.3,PF,2025
Colby Jones,jonesco02,WAS,385,-3.1,0.2,-0.1,SG,2025
Jared Butler,butleja02,WAS,362,2.2,-1.2,0.3,PG,2025
Khris Middleton,middlkh01,WAS,309,-1.9,-0.1,0.0,SF,2025
Marcus Smart,smartma01,WAS,280,-1.5,-0.5,0.0,PG,2025
Johnny Davis,davisjo06,WAS,242,-3.5,0.7,0.0,SG,2025
Jaylen Martin,martija02,WAS,234,-4.6,-1.9,-0.3,SF,2025
JT Thor,thorjt01,WAS,207,-4.9,-1.6,-0.2,PF,2025
Marvin Bagley III,baglema01,WAS,166,1.0,-2.0,0.0,C,2025
Patrick Baldwin Jr.,baldwpa01,WAS,101,1.3,-1.6,0.0,SF,2025
Jalen McDaniels,mcdanja01,WAS,7,-0.5,6.0,0.0,SF,2025
Stephen Curry,curryst01,GSW,2252,6.4,0.0,4.8,PG,2025
Draymond Green,greendr01,GSW,1983,-2.3,2.8,1.3,PF,2025
Buddy Hield,hieldbu01,GSW,1863,-0.7,-0.3,0.5,SG,2025
Brandin Podziemski,podzibr01,GSW,1716,-0.1,0.8,1.2,SG,2025
Moses Moody,moodymo01,GSW,1649,-0.9,0.0,0.5,SG,2025
Andrew Wiggins,wiggian01,GSW,1296,1.4,-0.4,1.0,SF,2025
Jonathan Kuminga,kuminjo01,GSW,1144,-0.5,-0.1,0.4,PF,2025
Kevon Looney,looneke01,GSW,1142,-1.0,1.3,0.7,C,2025
Jimmy Butler,butleji01,GSW,980,3.8,1.2,1.7,SF,2025
Trayce Jackson-Davis,jackstr02,GSW,967,0.3,0.9,0.8,C,2025
Gary Payton II,paytoga02,GSW,927,-0.5,2.0,0.8,SG,2025
Gui Santos,santogu01,GSW,762,-2.2,0.5,0.1,PF,2025
Quinten Post,postqu01,GSW,686,0.1,0.0,0.4,PF,2025
Lindy Waters III,waterli01,GSW,655,-3.5,0.4,-0.2,SG,2025
Dennis Schröder,schrode01,GSW,628,-4.6,-0.6,-0.5,SG,2025
Kyle Anderson,anderky01,GSW,541,-0.3,2.6,0.6,PF,2025
Pat Spencer,spencpa01,GSW,250,-3.0,1.4,0.0,PG,2025
De'Anthony Melton,meltode01,GSW,121,-1.6,0.8,0.0,SG,2025
Kevin Knox,knoxke01,GSW,84,-0.7,-0.6,0.0,SF,2025
Jackson Rowe,roweja01,GSW,52,-0.5,1.5,0.0,PF,2025
Yuri Collins,colliyu01,GSW,16,-6.2,6.5,0.0,PG,2025
Braxton Key,keybr01,GSW,11,-13.9,0.3,0.0,SF,2025
Reece Beekman,beekmre01,GSW,4,9.8,16.1,0.0,PG,2025
Anthony Edwards,edwaran01,MIN,2871,4.4,0.0,4.6,SG,2025
Jaden McDaniels,mcdanja02,MIN,2614,-1.4,1.4,1.4,PF,2025
Rudy Gobert,goberru01,MIN,2388,0.6,1.3,2.4,C,2025
Julius Randle,randlju01,MIN,2226,1.5,-0.2,1.8,PF,2025
Naz Reid,reidna01,MIN,2200,0.8,0.8,2.0,C,2025
Nickeil Alexander-Walker,alexani01,MIN,2073,-0.8,0.4,0.8,SG,2025
Mike Conley,conlemi01,MIN,1756,-0.1,1.3,1.4,PG,2025
Donte DiVincenzo,divindo01,MIN,1606,0.8,1.1,1.6,SG,2025
Jaylen Clark,clarkja02,MIN,522,-2.9,2.7,0.2,SG,2025
Rob Dillingham,dilliro01,MIN,516,-3.3,-0.9,-0.3,PG,2025
Terrence Shannon Jr.,shannte01,MIN,339,-2.1,0.0,0.0,SG,2025
Josh Minott,minotjo01,MIN,276,-0.7,2.9,0.3,SF,2025
Luka Garza,garzalu01,MIN,219,-0.4,-1.9,0.0,C,2025
Joe Ingles,inglejo01,MIN,114,-6.9,-0.1,-0.1,SF,2025
PJ Dozier,doziepj01,MIN,35,-2.0,2.7,0.0,SG,2025
Leonard Miller,millele01,MIN,32,-3.4,-0.3,0.0,SF,2025
Bones Hyland,hylanbo01,MIN,17,-3.3,0.1,0.0,PG,2025
Daishen Nix,nixda01,MIN,13,-14.9,-1.2,0.0,PG,2025
Tristen Newton,newtotr01,MIN,8,-11.4,2.7,0.0,SG,2025
Jesse Edwards,edwarje01,MIN,5,-8.8,4.7,0.0,C,2025
Shai Gilgeous-Alexander,gilgesh01,OKC,2598,8.9,2.6,8.9,PG,2025
Jalen Williams,willija06,OKC,2237,2.7,1.4,3.4,SG,2025
Luguentz Dort,dortlu01,OKC,2073,-0.6,0.8,1.2,SF,2025
Cason Wallace,wallaca01,OKC,1876,-1.5,2.6,1.5,SG,2025
Aaron Wiggins,wiggiaa01,OKC,1744,1.3,-0.2,1.4,SG,2025
Isaiah Joe,joeis01,OKC,1604,1.4,-0.1,1.4,SG,2025
Isaiah Hartenstein,harteis01,OKC,1590,0.6,2.6,2.1,C,2025
Kenrich Williams,willike04,OKC,1132,-0.4,0.9,0.7,PF,2025
Alex Caruso,carusal01,OKC,1041,0.1,3.9,1.6,SG,2025
Chet Holmgren,holmgch01,OKC,877,0.5,1.9,1.0,C,2025
Jaylin Williams,willija07,OKC,784,1.5,2.7,1.2,PF,2025
Ajay Mitchell,mitchaj01,OKC,597,-2.5,0.9,0.1,SG,2025
Dillon Jones,jonesdi01,OKC,551,-4.3,0.3,-0.3,SF,2025
Ousmane Dieng,diengou01,OKC,405,-2.0,1.1,0.1,C,2025
Branden Carlson,carlsbr01,OKC,246,0.5,0.8,0.2,C,2025
Adam Flagler,flaglad01,OKC,203,-8.1,-2.3,-0.4,SG,2025
Alex Ducas,ducasal01,OKC,125,-2.1,0.1,0.0,SG,2025
Malevy Leons,leonsma01,OKC,21,-10.4,-1.9,-0.1,SF,2025
Alex Reese,reeseal01,OKC,2,23.2,-3.6,0.0,PF,2025
Devin Booker,bookede01,PHO,2795,2.8,-2.4,1.7,SG,2025
Kevin Durant,duranke01,PHO,2265,3.9,-0.7,3.0,PF,2025
Tyus Jones,jonesty01,PHO,2174,1.4,-1.3,1.1,PG,2025
Royce O'Neale,onealro01,PHO,1837,0.2,-0.1,1.0,SF,2025
Bradley Beal,bealbr01,PHO,1702,-0.1,-1.0,0.4,SG,2025
Grayson Allen,allengr01,PHO,1544,0.7,-1.0,0.7,SG,2025
Ryan Dunn,dunnry01,PHO,1410,-2.9,-1.2,-0.7,SF,2025
Mason Plumlee,plumlma01,PHO,1300,-1.5,1.0,0.5,C,2025
Oso Ighodaro,ighodos01,PHO,1045,-2.9,0.3,-0.2,PF,2025
Nick Richards,richani01,PHO,816,-1.9,-2.1,-0.4,C,2025
Jusuf Nurkić,nurkiju01,PHO,592,-3.9,0.5,-0.2,C,2025
Monte Morris,morrimo01,PHO,571,-1.0,-0.8,0.0,PG,2025
Collin Gillespie,gilleco01,PHO,461,2.3,0.2,0.5,PG,2025
Bol Bol,bolbo01,PHO,448,1.7,-0.9,0.3,PF,2025
Josh Okogie,okogijo01,PHO,351,0.1,0.3,0.2,SG,2025
Cody Martin,martico01,PHO,206,-4.9,0.9,-0.1,SF,2025
Damion Lee,leeda03,PHO,144,-2.9,-2.1,-0.1,SG,2025
TyTy Washington Jr.,washity02,PHO,118,-5.6,-2.5,-0.2,PG,2025
Jalen Bridges,bridgja01,PHO,30,-7.8,-4.7,-0.1,SF,2025
Vasilije Micić,micicva01,PHO,21,-10.7,-4.1,-0.1,PG,2025
Chris Paul,paulch01,SAS,2292,0.3,0.5,1.6,PG,2025
Harrison Barnes,barneha02,SAS,2230,1.7,-1.7,1.2,PF,2025
Stephon Castle,castlst01,SAS,2162,-1.5,-1.7,-0.6,SG,2025
Devin Vassell,vassede01,SAS,1983,-0.3,-0.8,0.4,SG,2025
Julian Champagnie,champju02,SAS,1932,-0.3,-0.9,0.4,SF,2025
Keldon Johnson,johnske04,SAS,1838,0.0,-1.6,0.2,SF,2025
Victor Wembanyama,wembavi01,SAS,1527,3.6,2.9,3.3,C,2025
Jeremy Sochan,sochaje01,SAS,1364,-0.8,-0.4,0.3,PF,2025
Blake Wesley,weslebl01,SAS,683,-3.9,-0.3,-0.4,SG,2025
Sandro Mamukelashvili,mamuksa01,SAS,681,3.3,-1.0,0.7,PF,2025
De'Aaron Fox,foxde01,SAS,578,-0.6,-1.4,0.0,PG,2025
Bismack Biyombo,biyombi01,SAS,528,-3.6,0.0,-0.2,C,2025
Tre Jones,jonestr01,SAS,450,-1.2,1.1,0.2,PG,2025
Malaki Branham,branhma01,SAS,427,-1.2,-1.9,-0.1,SG,2025
Zach Collins,colliza01,SAS,425,-1.6,1.5,0.2,C,2025
Charles Bassey,bassech01,SAS,376,-1.7,0.6,0.1,C,2025
Jordan McLaughlin,mclaujo01,SAS,124,1.8,-0.5,0.1,PG,2025
Sidy Cissoko,cissosi01,SAS,54,-1.6,-1.0,0.0,SF,2025
Harrison Ingram,ingraha01,SAS,35,-3.6,2.4,0.0,SF,2025
David Duke Jr.,dukeda01,SAS,34,-0.1,-1.4,0.0,SG,2025
Riley Minix,minixri01,SAS,7,-8.5,-3.3,0.0,SF,2025
Jalen Green,greenja05,HOU,2697,1.1,-0.5,1.7,SG,2025
Alperen Şengün,sengual01,HOU,2395,2.6,1.8,3.9,C,2025
Dillon Brooks,brookdi01,HOU,2388,-1.4,0.0,0.4,SF,2025
Amen Thompson,thompam01,HOU,2225,1.4,2.6,3.4,SF,2025
Fred VanVleet,vanvlfr01,HOU,2111,-0.4,1.3,1.5,PG,2025
Jabari Smith Jr.,smithja05,HOU,1716,-0.8,0.1,0.6,PF,2025
Tari Eason,easonta01,HOU,1420,1.0,2.6,2.0,PF,2025
Cam Whitmore,whitmca01,HOU,827,0.7,-0.4,0.5,SF,2025
Steven Adams,adamsst01,HOU,794,0.0,0.3,0.5,C,2025
Aaron Holiday,holidaa01,HOU,792,-0.4,0.1,0.3,PG,2025
Reed Sheppard,sheppre01,HOU,654,-3.0,1.3,0.1,PG,2025
Jae'Sean Tate,tateja01,HOU,588,-2.1,1.4,0.2,SF,2025
Jock Landale,landajo01,HOU,500,0.0,0.4,0.3,C,2025
Jeff Green,greenje02,HOU,396,0.3,0.0,0.2,PF,2025
Jeenathan Williams,willije02,HOU,147,-5.5,-0.2,-0.1,SG,2025
N'Faly Dante,nfalyda01,HOU,51,0.7,1.7,0.1,C,2025
Jack McVeigh,mcveija01,HOU,43,-4.8,-3.0,-0.1,PF,2025
David Roddy,roddyda01,HOU,35,-5.1,-3.2,-0.1,PF,2025
Scottie Barnes,barnesc01,TOR,2134,1.5,0.9,2.3,PF,2025
RJ Barrett,barrerj01,TOR,1869,1.2,-0.7,1.2,SF,2025
Ochai Agbaji,agbajoc01,TOR,1739,-0.9,0.2,0.5,SG,2025
Jakob Poeltl,poeltja01,TOR,1686,0.7,1.3,1.7,C,2025
Gradey Dick,dickgr01,TOR,1587,-1.9,-1.3,-0.5,SG,2025
Jamal Shead,sheadja01,TOR,1467,-3.2,-0.9,-0.8,PG,2025
Jonathan Mogbo,mogbojo01,TOR,1286,-2.9,1.0,0.0,PF,2025
Ja'Kobe Walter,walteja01,TOR,1103,-2.3,-0.6,-0.3,SG,2025
Davion Mitchell,mitchda01,TOR,1080,-4.0,-0.3,-0.6,PG,2025
Jamison Battle,battlja01,TOR,1042,-0.9,-1.3,-0.1,SF,2025
Immanuel Quickley,quickim01,TOR,918,3.2,-1.0,1.0,PG,2025
Chris Boucher,bouchch01,TOR,862,2.9,-0.6,0.9,PF,2025
Orlando Robinson,robinor01,TOR,713,-2.9,-0.5,-0.3,C,2025
A.J. Lawson,lawsoaj01,TOR,486,-1.5,-1.0,-0.1,SG,2025
Kelly Olynyk,olynyke01,TOR,383,-0.7,0.9,0.2,C,2025
Bruce Brown,brownbr01,TOR,353,-2.7,0.2,0.0,PG,2025
Colin Castleton,castlco01,TOR,288,-5.0,-0.8,-0.3,C,2025
Garrett Temple,templga01,TOR,227,-5.7,2.1,-0.1,SG,2025
Jared Rhoden,rhodeja01,TOR,215,-0.1,0.1,0.1,SG,2025
Cole Swider,swideco01,TOR,156,-4.1,-2.1,-0.2,SF,2025
Bruno Fernando,fernabr01,TOR,147,-3.0,2.3,0.1,C,2025
D.J. Carton,cartodj01,TOR,33,-10.4,-0.7,-0.1,SG,2025
Ulrich Chomche,chomcul01,TOR,32,-6.1,-1.3,0.0,PF,2025
Cade Cunningham,cunnica01,DET,2452,3.8,0.1,3.7,PG,2025
Tobias Harris,harrito02,DET,2305,-0.5,0.6,1.2,PF,2025
